"age","job","marital","education","default","balance","housing","loan","poutcome","y"
"40s","technician","married","secondary","no","Low","yes","no","unknown","no"
"40s","management","married","tertiary","no","Low","no","yes","unknown","no"
"40s","technician","married","secondary","no","Negative","yes","no","unknown","no"
"20s","services","divorced","secondary","no","Negative","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Medium","yes","no","unknown","no"
"40s","blue-collar","married","primary","no","Low","yes","no","unknown","no"
"30s","services","married","secondary","no","Low","yes","yes","unknown","no"
"50s","retired","married","secondary","no","Medium","no","no","unknown","no"
"30s","entrepreneur","married","tertiary","no","Medium","yes","no","unknown","no"
"30s","admin.","single","secondary","no","Negative","yes","no","unknown","no"
"40s","admin.","married","secondary","no","Medium","no","yes","unknown","no"
"40s","management","married","tertiary","no","Low","yes","yes","unknown","no"
"40s","entrepreneur","married","secondary","no","Low","no","yes","unknown","no"
"40s","technician","married","secondary","no","Low","yes","no","unknown","no"
"30s","services","single","tertiary","no","Negative","no","yes","unknown","no"
"40s","technician","married","secondary","no","Low","no","yes","unknown","no"
"50s","admin.","married","primary","no","Low","yes","no","unknown","no"
"30s","self-employed","married","secondary","no","Medium","yes","no","unknown","no"
"40s","blue-collar","married","unknown","no","Low","yes","no","unknown","no"
"50s","technician","divorced","secondary","no","Low","no","yes","unknown","no"
"20s","blue-collar","single","primary","no","Low","no","no","unknown","no"
"50s","retired","single","secondary","yes","Negative","no","yes","unknown","no"
"20s","admin.","married","secondary","yes","Negative","yes","no","unknown","no"
"30s","services","married","secondary","no","Low","yes","yes","unknown","no"
"30s","blue-collar","married","primary","no","Low","yes","no","unknown","no"
"30s","technician","married","secondary","no","Low","yes","no","unknown","no"
"30s","blue-collar","single","secondary","no","Low","no","no","unknown","no"
"20s","technician","single","secondary","no","Low","no","no","unknown","no"
"20s","blue-collar","married","secondary","no","Low","yes","yes","unknown","no"
"50s","management","married","tertiary","no","Low","yes","yes","unknown","no"
"50s","blue-collar","married","primary","no","Low","yes","no","unknown","no"
"50s","management","divorced","tertiary","no","Low","yes","no","unknown","no"
"30s","technician","married","secondary","no","Negative","yes","no","unknown","no"
"40s","management","single","tertiary","no","Negative","no","yes","unknown","no"
"30s","blue-collar","married","secondary","no","Low","yes","yes","unknown","no"
"40s","management","married","tertiary","no","Low","yes","yes","unknown","no"
"50s","blue-collar","married","secondary","no","Medium","no","no","unknown","no"
"50s","blue-collar","married","primary","no","Negative","yes","no","unknown","no"
"20s","technician","married","secondary","no","Low","no","yes","unknown","no"
"30s","self-employed","married","secondary","no","Medium","no","no","unknown","no"
"30s","services","married","secondary","no","Low","no","no","unknown","no"
"40s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"50s","retired","married","tertiary","no","Low","no","yes","unknown","no"
"30s","housemaid","married","primary","no","Medium","yes","no","unknown","no"
"30s","management","married","tertiary","no","Negative","no","yes","unknown","no"
"50s","management","married","unknown","no","Low","yes","no","unknown","no"
"20s","technician","married","secondary","no","Negative","yes","no","unknown","no"
"30s","entrepreneur","married","secondary","no","Medium","no","yes","unknown","yes"
"20s","management","married","tertiary","no","Low","yes","yes","unknown","no"
"30s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"30s","services","married","secondary","no","Low","yes","no","unknown","no"
"40s","blue-collar","married","primary","no","Medium","no","yes","unknown","no"
"50s","housemaid","married","primary","no","Low","yes","no","unknown","no"
"40s","entrepreneur","married","tertiary","no","Medium","no","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","no","no","unknown","no"
"20s","self-employed","single","secondary","no","Low","no","yes","unknown","no"
"50s","services","married","secondary","no","Negative","no","no","unknown","no"
"30s","management","married","tertiary","no","Low","yes","no","unknown","no"
"30s","technician","single","secondary","no","Low","yes","no","unknown","no"
"50s","retired","married","tertiary","no","Negative","no","no","unknown","no"
"20s","services","married","secondary","no","Low","yes","yes","unknown","no"
"50s","blue-collar","married","secondary","no","Low","yes","yes","unknown","no"
"40s","services","married","secondary","no","Negative","yes","yes","unknown","no"
"40s","admin.","single","unknown","no","Medium","no","no","unknown","no"
"20s","management","single","secondary","no","Low","no","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","no","no","unknown","no"
"30s","technician","single","secondary","no","Low","yes","no","unknown","no"
"30s","management","married","tertiary","no","High","no","yes","unknown","no"
"40s","management","married","tertiary","no","Negative","yes","no","unknown","no"
"40s","management","married","tertiary","no","Negative","no","no","unknown","yes"
"30s","management","married","tertiary","no","Low","no","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","no","yes","unknown","no"
"40s","entrepreneur","married","secondary","no","Medium","no","yes","unknown","no"
"20s","housemaid","married","primary","yes","Negative","no","no","unknown","no"
"30s","entrepreneur","single","tertiary","no","Low","yes","no","unknown","no"
"30s","management","single","tertiary","no","Low","no","no","unknown","no"
"30s","technician","married","secondary","no","Medium","yes","no","unknown","no"
"40s","blue-collar","single","secondary","no","Low","no","yes","unknown","no"
"40s","retired","married","secondary","no","Low","no","no","unknown","no"
"40s","management","married","tertiary","no","Low","yes","no","unknown","no"
"30s","blue-collar","single","primary","no","Negative","yes","no","unknown","no"
"30s","management","married","tertiary","no","Negative","yes","yes","unknown","no"
"50s","retired","married","secondary","no","Medium","no","yes","unknown","no"
"40s","blue-collar","single","tertiary","no","Medium","yes","no","unknown","no"
"30s","management","married","tertiary","no","Low","yes","no","unknown","no"
"30s","services","single","secondary","no","Low","yes","no","unknown","no"
"50s","technician","married","tertiary","no","Medium","yes","no","unknown","no"
"50s","management","divorced","primary","no","Low","no","yes","unknown","no"
"30s","technician","single","tertiary","no","Low","yes","no","unknown","no"
"40s","blue-collar","divorced","secondary","no","Low","yes","no","unknown","no"
"30s","entrepreneur","married","tertiary","no","Low","no","yes","unknown","no"
"40s","management","married","tertiary","no","Medium","yes","yes","unknown","no"
"50s","management","married","secondary","no","Medium","no","no","unknown","no"
"30s","admin.","married","secondary","no","Negative","no","no","unknown","no"
"30s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"30s","housemaid","married","primary","no","Low","no","no","unknown","no"
"30s","technician","married","secondary","no","Low","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"20s","technician","married","secondary","no","Medium","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Negative","yes","no","unknown","no"
"40s","admin.","single","secondary","no","Negative","yes","no","unknown","no"
"40s","blue-collar","married","primary","no","Medium","yes","no","unknown","no"
"50s","retired","divorced","primary","no","Negative","no","yes","unknown","no"
"30s","technician","married","secondary","no","Low","yes","no","unknown","yes"
"50s","services","married","secondary","no","Low","no","yes","unknown","no"
"30s","technician","married","tertiary","no","Low","yes","yes","unknown","no"
"30s","entrepreneur","married","tertiary","no","Low","no","no","unknown","no"
"30s","blue-collar","married","secondary","no","Medium","yes","yes","unknown","no"
"50s","admin.","divorced","unknown","no","Negative","no","no","unknown","no"
"40s","admin.","married","secondary","no","Low","yes","yes","unknown","no"
"40s","services","divorced","unknown","no","Negative","yes","no","unknown","no"
"40s","services","married","secondary","no","Low","yes","no","unknown","no"
"40s","technician","divorced","secondary","no","Negative","no","no","unknown","no"
"40s","blue-collar","married","primary","no","Medium","no","no","unknown","no"
"30s","entrepreneur","married","tertiary","no","Low","yes","no","unknown","yes"
"30s","management","married","tertiary","no","Negative","yes","no","unknown","no"
"40s","services","married","primary","no","Low","yes","no","unknown","no"
"40s","services","married","secondary","no","Negative","no","no","unknown","no"
"40s","housemaid","married","primary","no","Medium","no","no","unknown","no"
"30s","blue-collar","single","primary","no","Low","yes","yes","unknown","no"
"40s","management","married","tertiary","no","Low","yes","no","unknown","no"
"40s","management","divorced","tertiary","no","Negative","no","no","unknown","no"
"40s","blue-collar","divorced","primary","no","Negative","yes","no","unknown","no"
"30s","services","single","secondary","no","Low","yes","no","unknown","no"
"30s","blue-collar","married","secondary","no","Low","no","yes","unknown","no"
